Time,Drone ID,Px,Py,Pz,Vx,Vy,Vz,Tz
0.060000000000000005,3,14.501808667096439,14.136000734012976,3.7752618047234305,0.31277574050552515,1.7884531039305738,5.588428883726312,176.40476045142867
0.07,0,14.389174361559752,10.905629374209086,2.5031723483546884,0.6699444463828181,2.877521013435214,7.294034133908227,192.51106540465386
0.07,1,3.602689713659405,16.33402745192934,3.724491491649569,0.9608171943339461,2.556631496329783,6.821576127146964,182.82944102920777
0.07,2,10.551376233682177,19.463206845347734,2.538886156416795,0.5859746276201316,2.5694910179883554,6.725035810634735,172.7876931421685
0.07,3,14.50709685449618,14.162768557061112,3.841861967667478,0.528818739974109,2.676782304813599,6.660016294404752,176.87079737851118
0.08,0,14.399045207948639,10.946337161510204,2.5873043467079806,0.9870846388886607,4.070778730111744,8.413199835329237,184.34866203993323
0.08,1,3.6168427250088544,16.370202368418752,3.803347512681123,1.4153011349449123,3.6174916489411855,7.885602103155382,175.983211626692
0.08,2,10.559999536119026,19.499255505360072,2.6160533976979785,0.8623302436848067,3.6048660012338765,7.716724128118391,165.1132547846752
0.08,3,14.514898005995777,14.200612670813932,3.9186522368749563,0.7801151499597615,3.784411375282054,7.679026920747862,169.1985972103475
0.09,0,14.412195347176633,11.001218279541654,2.681512872699557,1.3150139227994138,5.4881118031449425,9.420852599157653,167.8455545413281
0.09,1,3.635982655422947,16.419134754322997,3.8918254708351547,1.9139930414092592,4.893238590424576,8.847795815403172,160.9211772577996
0.09,2,10.571494071328086,19.547524132601367,2.702165714492692,1.1494535209059193,4.826862724129434,8.611231679471356,150.73447752856848
0.09,3,14.525232324549332,14.25157075958764,4.004604981510182,1.0334318553555255,5.095808877370782,8.595274463522529,153.9879368003495
0.09999999999999999,0,14.428289577676127,11.072152521489166,2.7842657986143426,1.6094230499493212,7.093424194751199,10.27529259147853,145.06516936796322
0.09999999999999999,1,3.6600659204374852,16.482717177142682,3.9884777523542327,2.4083265014538515,6.35824228196837,9.66522815190782,139.39940963877794
0.09999999999999999,2,10.585596922340283,19.60958106088447,2.795922299498165,1.4102851012197761,6.205692828310058,9.375658500547308,131.40126949728702
0.09999999999999999,3,14.537732816466395,14.317332558138471,4.098320117369332,1.250049191706212,6.576179855083022,9.371513585914993,133.16992325157423
0.10999999999999999,0,14.446571200307345,11.16050576431811,2.893807503617651,1.8281622631218126,8.835324282894367,10.954170500330818,118.90174484613888
0.10999999999999999,1,3.688553705611385,16.562416329302398,4.091608497751142,2.8487785173899858,7.9699152159716995,10.313074539690984,114.12500379785597
0.10999999999999999,2,10.601690615524197,19.686576254096494,2.895852709199148,1.6093693183912985,7.699519321202285,9.993040970098296,109.49750213275762
0.10999999999999999,3,14.551671025081571,14.399106757649681,4.19820222158156,1.3938208615176726,8.177419951121074,9.988210421222776,109.39382801335039
0.11999999999999998,0,14.465959674957821,11.267062522511793,3.008352178013557,1.938847465047651,10.655675819368348,11.454467439590614,92.2503749890355
0.11999999999999998,1,3.7204950749017716,16.659174905899327,4.199462754229301,3.1941369290386294,9.67585765969297,10.785425647815858,87.93028112666941
0.11999999999999998,2,10.618882056967863,19.77918799769273,3.0004745816935436,1.7191441443666169,9.261174359623631,10.462187249439568,87.3855500952106
0.11999999999999998,3,14.56604732523907,14.497567500318613,4.302635517012939,1.4376300157499675,9.846074266893265,10.443329543137803,85.28051037149856
0.12999999999999998,0,14.485189750731768,11.392040499009294,3.1262351821350407,1.9230075773948094,12.49779764975003,11.788300412148349,67.38083937157828
0.12999999999999998,1,3.754668470029053,16.77339155698079,4.310379738872775,3.417339512728155,11.4216651081464,11.09169846434737,63.11300760928994
0.12999999999999998,2,10.63611644632904,19.88763473741784,3.108416454840948,1.7234389361177616,10.844673972510925,10.794187314740437,66.90744724501846
0.12999999999999998,3,14.579714853875599,14.612875104213684,4.4101197196429975,1.3667528636528714,11.530760389507055,10.748420263005865,62.86727388883684
0.13999999999999999,0,14.502956257443609,11.535166005507909,3.246004473777317,1.776650671184095,14.312550649861528,11.976929164227611,45.66697289431911
0.13999999999999999,1,3.7897416759860665,16.90496603995591,4.422889460176914,3.507320595701347,13.157448297511802,11.250972130413905,41.124389602849526
0.13999999999999999,2,10.652296565617398,20.011735794197968,3.218491202274504,1.618011928835693,12.410105678012656,11.0074747433556,49.1669517552225
0.13999999999999999,3,14.59150590961251,14.744750337324232,4.519351204809449,1.1791055736911291,13.18752331105481,10.923148516645096,43.37392209848562
0.15,0,14.518038499471649,11.695784207896859,3.3664548037083355,1.5082242028039197,16.061820238894974,12.045032993101852,27.625960163981688
0.15,1,3.8244184933447953,17.053388368933234,4.535753279872439,3.4676817358728718,14.84223289773248,11.286381969552515,22.576670296874283
0.15,2,10.66638542121919,20.15100011919432,3.3297222491254495,1.4088855601791812,13.926432499635279,11.123104685094528,34.56098620951034
0.15,3,14.60033865870923,14.892577883640543,4.6292524002569495,0.8832749096720289,14.782754631631002,10.990119544750097,27.245283919079274
0.16,0,14.529390939746467,11.872981856550389,3.486619168011631,1.135244027481773,17.71976486535297,12.01643643032956,13.134522182776434
0.16,1,3.857553475519812,17.217851247131364,4.647961766711039,3.3134982175016865,16.446287819813143,11.220848683860044,7.442283540039777
0.16,2,10.67748074632464,20.304724579011673,3.4413343609182765,1.109532510545115,15.372445981735085,11.161211179282686,22.955595065242644
0.16,3,14.605293293833974,15.055518616591712,4.738962697104915,0.4954635124743587,16.294073295116917,10.97102968479653,14.349544915915013
0.17,0,14.53619727198286,12.065707021810038,3.6057353128361944,0.6806332236394264,19.272516525964896,11.911614482456336,1.6949951050824599
0.17,1,3.888227587963177,17.39736959676621,4.75870728435069,3.06741124433646,17.95183496348474,11.074551763965083,-4.685368247472147
0.17,2,10.684858900762643,20.472088422780356,3.552723520450328,0.7378154438003455,16.736384376868298,11.138915953205151,13.902958324226272
0.17,3,14.605655890508492,15.232616899591143,4.847806956661408,0.03625966745182552,17.709828299943084,10.884425955649341,4.2186465648808245
0.18000000000000002,0,14.537891281463459,12.272876330615338,3.723202890853493,0.16940094805987427,20.71693088053006,11.746757801729856,-7.331179212480608
0.18000000000000002,1,3.915784971775598,17.590895237861567,4.867346813047139,2.7557383812421437,19.352564109535603,10.863952869644939,-14.359923795228738
0.18000000000000002,2,10.68799156281781,20.652235602857758,3.6634185874165714,0.3132662055167881,18.014718007740335,11.069506696624344,6.831394703520055
0.18000000000000002,3,14.600933664640667,15.422894827290888,4.955255618703283,-0.4722225867825698,19.027792769974447,10.744866204187412,-3.7420775281596583
0.19000000000000003,0,14.534150910785554,12.493463364786347,3.838541964234805,-0.37403706779054546,22.058703417100862,11.533907338131211,-14.563217979450766
0.19000000000000003,1,3.939835204879834,17.797416205004343,4.9733651284050095,2.4050233104235605,20.652096714277505,10.601831535786989,-22.13040950476341
0.19000000000000003,2,10.686541548143044,20.844340200774067,3.7730435557863538,-0.14500146747656212,19.21045979163087,10.96249683697821,1.1774223924045288
0.19000000000000003,3,14.590847853363913,15.62542854329306,5.0608860620546885,-1.0085811276754955,20.25337160021727,10.563044335140551,-10.109307116191532
0.20000000000000004,0,14.524873723323024,12.726562708026755,3.9513578733163155,-0.9277187462530797,23.30993432404073,11.28159090815105,-20.5256830293978
0.20000000000000004,1,3.9602295927067104,18.01602995001022,5.076342133561971,2.0394387826876628,21.861374500587893,10.297700515696112,-28.484286706474073
0.20000000000000004,2,10.680345094864832,21.04765243738102,3.8812850689304357,-0.6196453278213225,20.33122366069547,10.824151314408178,-3.5443290181091363
0.20000000000000004,3,14.575311618497798,15.839402896752501,5.164349963642774,-1.5536234866114582,21.397435345944245,10.346390158808527,-15.370517582775632
0.21000000000000005,0,14.510143644226497,12.971425390993645,4.061312968457782,-1.473007909652725,24.486268296688884,10.995509514146613,-25.64089091903539
0.21000000000000005,1,3.9770245254812187,18.245982489594816,5.175924267662334,1.6794932774508418,22.995253958459546,9.95821341003633,-33.84852574582797
0.21000000000000005,2,10.669387778068199,21.261524448569883,3.9878665661439525,-1.0957316796633347,21.387201118886253,10.658149721351682,-7.720408695592766
0.21000000000000005,3,14.554401202386474,16.064141747064834,5.26534740863968,-2.0910416111323222,22.473885031233138,10.099744499690537,-19.912570835936602
0.22000000000000006,0,14.490198904082984,13.227465327983596,4.168104055839824,-1.994474014351245,25.603993698995154,10.679108738204217,-30.246014488530037
0.22000000000000006,1,3.990445313067978,18.486672945937382,5.271800092021634,1.342078758675938,24.06904563425659,9.587582435929919,-38.588003433954604
0.22000000000000006,2,10.65378002558819,21.485416837778658,4.0925286277193145,-1.5607752480008268,22.389238920877492,10.466206157536211,-11.64490462805041
0.22000000000000006,3,14.528328250640724,16.29911390364455,5.363606710374272,-2.607295174574992,23.497215657971672,9.82593017345923,-24.037200034757984
0.23000000000000007,0,14.465407659382388,13.494240993987235,4.271445159388028,-2.4791244700595993,26.67756660036393,10.334110354820423,-34.5989357599284
0.23000000000000007,1,4.000858137261081,18.73762978228243,5.363681677015538,1.041282419310299,25.09568363450487,9.18815849939046,-42.981073993733055
0.23000000000000007,2,10.633736017009056,21.718888810113352,4.195014691049196,-2.0044008579134793,23.3471972334696,10.248606332988206,-15.531732450693571
0.23000000000000007,3,14.497418527404836,16.543918093125217,5.458869193039603,-3.090972323588876,24.480418948066934,9.526248266533097,-27.972100004228245
0.24000000000000007,0,14.436252271046405,13.771419044913511,4.371056208471707,-2.9155388335983954,27.717805092627653,9.961104908367902,-38.868994896913975
0.24000000000000007,1,4.008750145771631,18.99846753569846,5.451293633313934,0.789200851055049,26.083775341602937,8.76119562983956,-47.191798732756645
0.24000000000000007,2,10.609557069640102,21.961575855017895,4.29506168146257,-2.417894736895428,24.26870449045413,10.004699041337421,-19.52137248102006
0.24000000000000007,3,14.462098005158037,16.798252360167293,5.550879068172442,-3.532052224679926,25.433426704207672,9.20098751328389,-31.868863334074536
0.25000000000000006,0,14.403318708633986,14.05872659854146,4.466658423561713,-3.2933562412419293,28.730755362794923,9.560221509000558,-43.125288923428144
0.25000000000000006,1,4.014712564823568,19.268832357970172,5.534370740410055,0.5962419051936207,27.03648222717125,8.307710709612046,-51.25549890815927
0.25000000000000006,2,10.581618327868995,22.213159277782196,4.3923955578816,-2.793874177110758,25.158342276430123,9.733387641902933,-23.680770106905765
0.25000000000000006,3,14.422883649055866,17.06187349237846,5.639378910059119,-3.92143561021711,26.36211322111665,8.849984188667705,-35.7953011897709
0.26000000000000006,0,14.36728544134415,14.355898105917458,4.557976727064804,-3.6033267289836513,29.717150737599745,9.131830350309125,-47.3316295019149
0.26000000000000006,1,4.019419993383189,19.548343810265642,5.612664063907589,0.47074285596213494,27.951145229547137,7.8293323497533756,-55.08021183687813
0.26000000000000006,2,10.550356295363544,22.47333171541425,4.486731978974577,-3.1262032505451334,26.017243763205233,9.433642109297661,-28.000152362410038
0.26000000000000006,3,14.38037436423854,17.334551489649854,5.724111054656219,-4.250928481732572,27.26779972713932,8.473214459709947,-39.73046250593022
0.2700000000000001,0,14.328906272126543,14.662622338702562,4.644748855259406,-3.837916921760536,30.672423278510358,8.677212819460221,-51.35126355727363
0.2700000000000001,1,4.023600045608027,19.83654023478717,5.68595453532412,0.41800522248372435,28.819642452152756,7.329047141653039,-58.4619147450999
0.2700000000000001,2,10.516254583273934,22.741762509745442,4.577782202747277,-3.4101712089609215,26.843079433119097,9.105022377270025,-32.39123138228583
0.2700000000000001,3,14.335237506751746,17.6160237194951,5.804824786252639,-4.5136857486793955,28.14722298452444,8.071373159642045,-43.56655211824336
0.2800000000000001,0,14.288983216858808,14.97849514209099,4.726740131400445,-3.992305526773458,31.587280338842874,8.199127614103872,-54.96233823956034
0.2800000000000001,1,4.0279903976001785,20.132835353496432,5.7540721300304325,0.4390351992151581,29.629511870926475,6.811759470631299,-61.11234122493034
0.2800000000000001,2,10.479825957922436,23.018066597818656,4.665264002579357,-3.6428625351497113,27.630408807321547,8.748179983208,-36.690354633849644
0.2800000000000001,3,14.28818758326458,17.905953411461642,5.88128859381764,-4.7049923487165515,28.992969196654343,7.646380756500139,-47.11958583935757
0.2900000000000001,0,14.248328179636749,15.302983781347791,4.803762119458325,-4.06550372220588,32.448863925680136,7.702198805788043,-57.884495724553666
0.2900000000000001,1,4.0332843842018935,20.436493610107917,5.8169179892912135,0.5293986601714628,30.36582566114849,6.284585926078131,-62.69867978884888
0.2900000000000001,2,10.44159002858108,23.301780320994386,4.748916900673717,-3.823592934135526,28.371372317572902,8.36528980943606,-40.668890069149505
0.2900000000000001,3,14.239955817605825,18.203897233780637,5.953306143616907,-4.823176565875547,29.794382231899608,7.201754979926727,-50.14959033471175
0.3000000000000001,0,14.207715359470706,15.635408308075656,4.875692701259246,-4.061282016604367,33.242452672786506,7.193058180092102,-59.815654093233455
0.3000000000000001,1,4.040070796912853,20.7466302554905,5.874486209584367,0.6786412710959293,31.013664538258624,5.756822029315375,-62.892667329197806
0.3000000000000001,2,10.402047400265905,23.59234706115886,4.82852048145785,-3.9542628315175836,29.056674016447445,7.960358078413259,-44.051701691532955
0.3000000000000001,3,14.191251753057708,18.509286395322352,6.020734010237566,-4.870406454811643,30.538916154171556,6.742786662065869,-52.38989668314323
0.3100000000000001,0,14.167829493714153,15.974943886747743,4.942494662020071,-3.988586575655233,33.953557867208836,6.680196076082462,-60.475703965427556
0.3100000000000001,1,4.048777391105445,21.062238766862812,5.926881761987012,0.8706594192592199,31.560851137231076,5.239555240264519,-61.423653951765345
0.3100000000000001,2,10.361652532780825,23.889114738941387,4.903914053484644,-4.039486748508095,29.676767778252756,7.539357202679431,-46.54305974439158
0.3100000000000001,3,14.142720569470626,18.8214246367993,6.083498760659946,-4.8531183587081355,31.213824147694645,6.276475042238024,-53.583185641763535
0.3200000000000001,0,14.129217499193908,16.32064527859632,5.004229792663316,-3.8611994520245707,34.57013918485775,6.173513064324483,-59.65141254848024
0.3200000000000001,1,4.059629565799682,21.38224309877877,5.974331247164466,1.0852174694236585,32.000433191595825,4.744948517745381,-58.12809732981774
0.3200000000000001,2,10.320788622277474,24.19134592982926,4.975015567018755,-4.086391050335066,30.223119088787495,7.110151353411046,-47.85800594972192
0.3200000000000001,3,14.094901814338407,19.13950445917385,6.141610829814635,-4.781875513221897,31.8079822374551,5.811206915468838,-53.5199240069303
0.3300000000000001,0,14.092252055465847,16.671490971937352,5.061065911539281,-3.696544372806081,35.084569334103385,5.683611887596459,-57.23547389633873
0.3300000000000001,1,4.072634671735821,21.705566557780667,6.017183912348955,1.3005105936138446,32.33234590018995,4.285266518448848,-52.98831019093076
0.3300000000000001,2,10.279748321984954,24.498239790136473,5.0418375171826435,-4.104030029252123,30.689386030721376,6.682195016388915,-47.75642028263746
0.3300000000000001,3,14.048196224278525,19.46264015764774,6.195172848577118,-4.6705590059881725,32.31356984738927,5.356201876248375,-52.07351449997567
0.34000000000000014,0,14.057114619299288,17.026440564748473,5.113275028744832,-3.513743616655889,35.49495928111208,5.220911720555106,-53.25330267868374
0.34000000000000014,1,4.087598104838513,22.031204503872036,6.055901336243619,1.4963433102692303,32.56379460913695,3.8717423894664806,-46.15656604366537
0.34000000000000014,2,10.238723888278782,24.808963381273553,5.10449756471861,-4.102443370617076,31.072359113708085,6.266004753596676,-46.077100415558064
0.34000000000000014,3,14.002846809542579,19.78991321761454,6.2443806784614,-4.534941473594691,32.7273059966799,4.920782988428198,-49.22659279777685
0.35000000000000014,0,14.02380220041006,17.38449606457696,5.161221934118062,-3.3312418889227,35.805549982848824,4.79469053732303,-47.87399514070043
0.35000000000000014,1,4.10417054749024,22.35828640985925,6.091035104092272,1.657244265172677,32.708190598721536,3.513376784865308,-37.96549221228264
0.35000000000000014,2,10.1978093314125,25.122688646646758,5.163221724573432,-4.091455686628143,31.372526537320503,5.872415985482293,-42.77011426643811
0.35000000000000014,3,13.958938277067222,20.12042317304247,6.289516250700644,-4.390853247535669,33.05099554279332,4.513557223924393,-45.08470807788504
0.36000000000000015,0,13.992157593000682,17.74475683472473,5.205343514825381,-3.16446074093782,36.02607701477693,4.4121580707318655,-41.40593188120997
0.36000000000000015,1,4.121918257225104,22.686115121571383,6.1231924199388565,1.77477097348649,32.78287117121322,3.2157315846584353,-28.929104674057836
0.36000000000000015,2,10.157015431827064,25.43863051777853,5.218338108749443,-4.079389958543692,31.594187113177497,5.511638417601135,-37.92715198507734
0.36000000000000015,3,13.916415540668867,20.45333592460769,6.330932199815516,-4.252273639835477,33.291275156521806,4.14159491148717,-39.87663542079859
0.37000000000000016,0,13.961917857639017,18.106459523598847,5.246119874911972,-3.0239735361664537,36.17026888741194,4.077636008659171,-34.28087769675772
0.37000000000000016,1,4.140402380582804,23.01417722782064,6.152990013690728,1.848412335770043,32.80621062492539,2.9797593751870903,-19.737685103770072
0.37000000000000016,2,10.11629617595802,25.75608159297374,5.270259295400083,-4.071925586904523,31.745107519520925,5.192118665063959,-31.810635197056122
0.37000000000000016,3,13.875118311824265,20.78792224657553,6.369029024512871,-4.129722884460212,33.45863219678413,3.8096824697355434,-33.943547280446495
0.38000000000000017,0,13.93277205632259,18.468998190675933,5.284038791423098,-2.9145801316428,36.25386670770856,3.791891651112579,-27.031126430257007
0.38000000000000017,1,4.159250622791678,23.342126777128264,6.18099737461862,1.8848242208873986,32.794954930762465,2.800736092789279,-11.242540484634244
0.38000000000000017,2,10.075582366429337,26.074439606588797,5.319451503063318,-4.071380952868325,31.835801361505794,4.919220766323454,-24.881261078063016
0.38000000000000017,3,13.834825563562351,21.12358171322834,6.404226009151188,-4.029274826191307,33.56594666528102,3.5196984638316913,-27.72066439163069
0.3900000000000002,0,13.90441757541403,18.831924972077957,5.31955539408266,-2.835448090855957,36.29267814020251,3.551660265956155,-20.26132944324108
0.3900000000000002,1,4.17820598161643,23.669752979156897,6.207672030636674,1.8955358824751816,32.76262020286327,2.66746560180543,-4.41542642901951
0.3900000000000002,2,10.034814898134268,26.393225480243203,5.366389255442098,-4.07674682950684,31.878587365440694,4.693775237878082,-17.817985113541077
0.3900000000000002,3,13.795301822536132,21.459850938211087,6.436927479148614,-3.9523741026219747,33.626922498274695,3.2701469997426478,-21.713779920590188
0.4000000000000002,0,13.876605177593301,19.194936639119433,5.353049561864492,-2.7812397820727814,36.301166704147825,3.3494167781832522,-14.611191112744145
0.4000000000000002,1,4.197142499848054,23.996948727662133,6.233292951937812,1.8936518231624173,32.71957485052354,2.5620921301138013,-0.25752763338322066
0.4000000000000002,2,9.993966560792964,26.71209214297162,5.411496018201264,-4.084833734130413,31.886666272841865,4.51067627591659,-11.511089246648245
0.4000000000000002,3,13.756337159686685,21.79639891905228,6.467486384812844,-3.8964662849447103,33.654798084119285,3.055890566423012,-16.469435597996892
0.4100000000000002,0,13.849165932701982,19.557855989608694,5.384784729173499,-2.7439244891319414,36.29193504892609,3.1735167309006647,-10.70012373675147
0.4100000000000002,1,4.216046409160918,24.323698685117527,6.2579032257008675,1.890390931286433,32.67499574553927,2.4610273763056036,0.36770535479311145
0.4100000000000002,2,9.95303791532965,27.030827645045157,5.455075928990416,-4.09286454633139,31.87355020735384,4.357991078915183,-6.985644295027721
0.4100000000000002,3,13.71777437088278,22.13301546916961,6.496167999693292,-3.85627888039048,33.66165501173308,2.8681614880448523,-12.533183643439306
0.4200000000000002,0,13.822017740614177,19.92061817034578,5.414873650712031,-2.7148192087806367,36.27621807370851,3.0088921538531648,-9.043983210944868
0.4200000000000002,1,4.234971522724582,24.65010138219778,6.281278776462305,1.8925113563663483,32.640269708025215,2.337555076143702,-3.013639549024122
0.4200000000000002,2,9.912012174014018,27.34936039805464,5.49725119085323,-4.102574131563277,31.853275300948,4.2175261862814715,-5.183135679273743
0.4200000000000002,3,13.6795198389821,22.469600417708154,6.523117846691904,-3.8254531900680533,33.65849485385447,2.6949846998612164,-10.387885929936445
0.4300000000000002,0,13.795154452222922,20.283270102296004,5.443258757035348,-2.686328839125374,36.2651931950225,2.8385106323317517,-9.940449797441346
0.4300000000000002,1,4.253988391965201,24.976427905940035,6.3029433357684335,1.901686924061923,32.63265237422581,2.1664559306129236,-10.182360814388032
0.4300000000000002,2,9.870761710681498,27.667778807227204,5.53793474541433,-4.125046333252059,31.841840917256715,4.0683554561099715,-6.517104288468714
0.4300000000000002,3,13.641538502478932,22.80616087009349,6.5483396851164315,-3.798133650316877,33.656045238533665,2.522183842452747,-10.366131671298138
0.4400000000000002,0,13.768625618705851,20.64598590988057,5.469716012478001,-2.6528833517071257,36.27158075845641,2.64572554426526,-13.33506108350739
0.4400000000000002,1,4.273154205441786,25.303200503321406,6.32224679286245,1.9165813476584643,32.677259738137195,1.9303457094016814,-19.96824199556375
0.4400000000000002,2,9.828924022042756,27.98637871282808,5.576883587404336,-4.1837688638741835,31.859990560087713,3.894884199000658,-10.192017475175042
0.4400000000000002,3,13.603837681184185,23.14282092915821,6.571690909570692,-3.7700821294746274,33.666005906471824,2.3351224454260553,-12.53977278551323
0.45000000000000023,0,13.742518354911411,21.009093051812044,5.493890135595017,-2.610726379444016,36.31071419314741,2.417412311701643,-18.702839775689505
0.45000000000000023,1,4.29252951352485,25.631251789057657,6.338509856909798,1.9375308083064406,32.80512857362499,1.6263064047348192,-30.204826558148973
0.45000000000000023,2,9.7858142019499,28.30574205912226,5.613876196368208,-4.310982009285579,31.936334629417967,3.6992608963871962,-13.549518552219123
0.45000000000000023,3,13.566448449489348,23.479842743327442,6.592902928338016,-3.7389231694837477,33.702181416923295,2.121201876732399,-16.606060814963293
0.46000000000000024,0,13.716953054115018,21.37309429489838,5.515364063813788,-2.556530079639205,36.40012430863358,2.147392821877063,-25.004441011346664
0.46000000000000024,1,4.312252895444965,25.96170919316039,6.351210910783581,1.9723381920114706,33.0457404102734,1.2701053873782366,-38.08989132254042
0.46000000000000024,2,9.740497200556264,28.626818878247548,5.649003570991287,-4.531700139363571,32.107681912528854,3.5127374623078604,-12.223662932622966
0.46000000000000024,3,13.529415595580453,23.817650084705804,6.611631541603035,-3.7032853908895813,33.780734137836134,1.8728613265019745,-21.811842159217168
0.47000000000000025,0,13.692100102143618,21.738663017584155,5.533755856127415,-2.485295197139986,36.55687226857764,1.8391792313627557,-30.787560012770662
0.47000000000000025,1,4.332653536999548,26.29585542799389,6.360157495846078,2.0400641554582255,33.414623483349736,0.8946585062497401,-41.048011091798834
0.47000000000000025,2,9.692135688767953,28.950934560211355,5.68293545737265,-4.836151178831069,32.41156819638057,3.393188638136304,-2.2147761332718607
0.47000000000000025,3,13.492806275396045,24.156837600908286,6.627535696028745,-3.6609320184406915,33.918751620248244,1.5904154425709294,-26.977310324356353
0.48000000000000026,0,13.668214601498368,22.106588422467844,5.548823153541799,-2.3885500645250444,36.792540488368864,1.5067297414384195,-34.48458764237788
0.48000000000000026,1,4.354342761672903,26.634858048449868,6.365563805351933,2.1689224673356065,33.900262045597785,0.5406309505854694,-37.910201648390654
0.48000000000000026,2,9.640555311289026,29.2796183931025,5.7168944044856564,-5.158037747892784,32.86838328911427,3.3958947113006834,16.09954870228414
0.48000000000000026,3,13.45674150088362,24.498143901541162,6.640372073020118,-3.6064774512425837,34.13063006328749,1.2836376991373637,-30.68357842652067
0.49000000000000027,0,13.645672129183973,22.4776580661358,5.560543482890349,-2.2542472314394746,37.10696436679537,1.1720329348549747,-34.888175039229054
0.49000000000000027,1,4.3782024899987455,26.97943609107264,6.36797326139719,2.3859728325841942,34.457804262277115,0.24094560452573077,-29.8296757188437
0.49000000000000027,2,9.586658542009316,29.614225878149448,5.752152681528804,-5.3896769279710055,33.460748504694976,3.5258277043147643,35.184127894372246
0.49000000000000027,3,13.421442918868937,24.84236970871261,6.650080223143206,-3.529858201468251,34.42258071714493,0.970815012308808,-31.651675484455893
0.5000000000000002,0,13.624976177003312,22.85248948956621,5.569135898149549,-2.0695952180660555,37.483142343041244,0.8592415259200006,-31.66930475327513
0.5000000000000002,1,4.40521272533212,27.329603342130167,6.368035459978198,2.7010235333374664,35.01672510575276,0.006219858100725589,-20.14567284284563
0.5000000000000002,2,9.53221540764301,29.955513666689964,5.789285286303806,-5.444313436630516,34.12877885405152,3.713260477500206,43.8350815186792
0.5000000000000002,3,13.387272284159344,25.19023795222144,6.656824609260211,-3.417063470959369,34.786824350883094,0.6744386117004466,-29.24729708879244
